1	-们,好-	看似简单,只是二选一做决择,但其实他们代表的是你周遭的亲朋好友,试著给你不同的意见,但追根究底,最后决定的还是自己.
2	-热	其便当都是买来的,就算加热也是由妈妈负责(后来揭晓其实是避免带来厄运),父亲则在电视台上班.
6	-学	就算数论的应用被找到了,也不会有人会因此罢黜这一数学的皇后.
7	-地	一中商圈另一特色为同类型商店会聚集,短短的育才街聚集了十数家知名眼镜连锁店,而体育用品店沿著太平路连成一线,在激烈竞争下价格比外地便宜不少,货比三家更增加购物乐趣.
9	-们	我们只希望,藉著这个历史上真实人物的一生,利用一些稗官野史的片段资料,再加上一些善意改编的部分情节,而能带给观众一些启示.」
12	-们,-子	电视台把一个跋扈专横、乱伦篡国的武则天演成柔弱堪怜的女子,这是我们所不能容忍的.
13	-学,-者	UMLS可用于设计信息检索或病历系统,促进不同系统之间的通讯交流,或者用于开发能够解析生物医学文献的系统.
14	-们	一支由白人军官带领的黑人民兵洗劫了卡梅隆庄园,并且企图强暴卡梅隆家的每一个女眷,但邦联军队击溃这些民兵,拯救了她们.
15	第-	2006年剩下的时光,乐团都用来编写与录制乐团的第三张专辑闲言闲语就是不道自己,该专辑并在2007年5月发行.
19	-子	吴汤兴将发辫交给妻子,并且嘱咐若不幸战死,以发为冢.
21	非-	一级抗体对于检测如癌症、糖尿病、帕金森氏症和阿尔茨海默氏病等疾病所特有的生物标记是非常有用的.
24	-学,大-	1903年该学堂易名为北洋大学堂(今天津大学),丁家立仍任总教习.
25	-者	其后,前者在逃亡时被杀而七里氏则能成功逃至加贺.
26	-感	在最后,医生终于意识到外星人们只想要他的歌声,而并没有将他视作一个有情感的实体.
29	-家	该路临近静安寺和曹家渡两段店铺较多.
30	-地	纪念碑四周建成占地面积11265平方米的三元里抗英纪念公园.
32	-度	1642年11月,瑞典军于布赖滕费尔德再度击败神圣罗马帝国军,但此时丹麦王却嫉妒瑞典军的成果,并恐惧瑞典强大后,丹麦受其所制,因此乘瑞典军进攻日耳曼南方之际,向瑞典宣战.
33	-学,小-	在密苏里州,由于家长的要求,该书被放置在学校图书馆的非小说类文学作品区.
34	-性	本书就是基于罗伊和塞隆的真实故事,这两只住在纽约中央公园动物园的雄性南极企鹅组成伴侣达6年.
35	-化,-性	现实中,雄性企鹅孵化并协助抚养幼鸟成长是其天性,这在其他许多鸟类中也很常见.
37	-员,-家	三崎四郎,日本足球运动员,前日本国家足球队成员.
43	地-,第-	第三次社会大分工首先在商品交换最为发达的地区出现.
44	-们,-化,反-	它还与五氧化二氮催化臭氧分解的反应有关,这对臭氧层会造成破坏,因此引起了人们的兴趣.
45	-化,-学	三氯化铑(化学式:RhCl3),IUPAC名称氯化铑(III),是最常见和最稳定的铑的氯化物,室温下为暗红色的固体.
46	-化	一个不同点是,三氯氧钒是强氧化剂,而磷化物不是.
47	-学	三江镇下辖三江社区、三江村、茄南村、道学村、茄芮村、苏寻三村、上云村、眼镜塘村和江源村.
48	小-,重-	开播后,该卫视将24小时滚动播出8档自办节目,重点栏目以中英文双语字幕呈现,为南海区域观众提供资讯和娱乐服务.
49	重-	该教堂始建于公元5世纪,1599年重建.
50	-们	一开始他们尝试把亚当斯改变信仰成为天主教徒,但是没有成功.
53	-手,好-	拿到冠军这年,三浦美幸击败了二宫城光、佐藤胜昭等好手.
54	-们,-坛	此外,中世纪的北欧人很喜欢往科隆的东方三博士祭坛朝圣,他们认为三王冠跟东方三博士有某种关联.
55	-度	该属共有2种,分布于印度东北部、锡金、不丹.
56	-们,-化	因为牠们仍保留爬行动物的退化下颌,所以牠们被归类于似哺乳爬行动物.
57	-子,反-	在这个反应中,碘离子被认为是路易斯碱,而碘单质作路易斯酸.
58	-子	故事主要讲述江南才子唐伯虎与婢女秋香的恋爱故事.
59	-地,-手	三索颌腔蛇平日多栖息于森林、草原、农地,当遇到敌人时,身体会扭曲成「S」型以威吓对手.
61	-度,可-	可以说,三级会议是近代欧洲民主议会制度的起源之一.
66	-子	三聚体又称三体,是三个相同分子化合生成的产物.
70	-学	三角学是数学的一个分支,主要研究三角形,以及三角形中边与角之间的关系.
71	-度	如果其中一个边的长度又为已知的话,那么其他两条边的长度也就确定.
72	-化	有人认为退化三角形并不能算是三角形,这是由于它介乎于三角不等式之间,在一些资料中已否定了其中一条边等于其余两条边之和的情况.
74	重-	每完成一次,背包的重量和长跑距离都会增加,而规定完成时间却减少.
78	-度,高-	上伯兹贝格是瑞士的城镇,位于该国北部,由阿尔高州负责管辖,面积5.45平方公里,海拔高度540米,2011年人口499,五成半人口信奉基督教,人口密度每平方公里92人.
79	大-	2001年时,旧议会大楼的遗迹在一次挖掘中被发现.
