1	-ことは,-である,-には,-ので,-より	ホッケーにはデンジャラスプレーの反則があるので、膝より上にボールを浮かすことは基本的に反則になるが、その例外の一つがこのスクープである。
2	-たい,-てくれる,-です	また行きたい、そんな気持ちにさせてくれるお店です。
3	-って,-てくる	手に持った特殊な刃物を使ったアクロバティックな体術や、揚羽と薄羽同様にクナイや忍具を使って攻撃してくる。
4	-には	3年次にはトータルオフェンスで2,892ヤードを獲得し、これは大学記録となった。
5	-です	葬儀の最中ですよ!
6	-から,-のみ,-までの	1998年度に着手し、道の駅遠山郷北側からかぐら大橋南詰現道交点までの1.060kmのみ開通済み。
7	-って,-とともに,-に連れ	そして、第40話でそのカオルと百子をも失い、完全に孤児になってゲンとともに美山家に身を寄せ、またゲンに連れ添って円盤生物を調査するパートナーとなる。
8	-だら,-である	一般的な層流翼型と比べ負圧中心が前進し、圧力勾配はなだらかである。
9	-える	一直線に伸びる電撃を放ち、電撃ダメージを与える。
10	-かい,-かも,-たもの,-には,-に至りまし,-ようになり	配属されて最初の1カ月こそ「親切な先輩に恵まれてラッキーだな」と思ったものの、その後すぐに「ちょっとおせっかいかな」と感じるようになり、半年後には「少し邪魔かも」と思い、1年後には「生産性の阻害要因だ」と確信するに至りました。
13	-ため,-たもの,-に対して	小泉内閣の高支持率を背景に国政の主導権を握る与党の自由民主・公明両党に対して政権交代の展望を見出すため、非自民勢力の結集を狙ったものであった。
14	-てまし,-には	医師の丁寧な診察や検査には安心感がもてましたね。
15	-かな,-って,-でい,-での,-という	エンゲージメント系の事例で言えば,日本での再現性は低いという前提でいた方がイイのかなと思っています。
16	-しか,-ない	店舗の見た目が居酒屋大の二階にしか見えないのが残念。
17	-かな,-では	高松に3店舗を展開する四国スイーツの専門店、ラ・ファミーユでは、バレンタインを前に、焼かないチョコレートケーキ「半熟ザッハトルテ」の発売を開始しました。
18	-ちゃいます,-って,-ので	王子の隠れ家的な美容室と思っているのですが、思い切って口コミしちゃいます。
20	-である,-として,-まま	チーム名はアマチュア時代の「ロッテ・ジャイアンツ」の名をそのまま維持して、重光オーナーの故郷である釜山・慶尚南道地域をフランチャイズ保護地域として、釜山を本拠地とするプロ球団として転向した。
21	-って,-てくる,-まで	カットは24時まで受け付けてくるので仕事帰りで遅くなってもいけますね。
22	-であり,-より	なお、唯一の趣味は料理であり、その腕はネリンよりも上手い。
24	-える,-ために,-だけ,-であっ,-に対して	短い履帯長に対して長い車体は超塹性能がまた先端部へ75mm砲を収納するためにオーバーハングが長いためにほんの少しの段差を乗り越えただけで車体がつかえることが多く、不整地走破性は劣悪であった。
25	-から,-たいです,-ので	やっぱりせっかく来たのですから、何泊かしたいですし。
27	-って,-であっ	後輪駆動への変更と、ワイドトレッドとなった足回りは大型のブリスターフェンダーに包まれ、多くのエアインテークやイタリア尽くめの装備品とも相まって、ラテンの香りが強く漂うモデルであった。
28	-ておら	犯人は検挙されておらず、2012年8月現在未解決。
29	-では,-ない	山陽新幹線厚狭駅-新下関駅-小倉駅山陽本線長府駅-新下関駅-幡生駅*当駅を始発とする「みすゞ潮彩」は、当駅-下関駅間では幡生駅に停車しない。
31	-ても良かっ,-です	店員さんの接客もとても良かったです。
32	-でし,-ので,-まで	徒歩15分で港までいけるのでアクセスに便利でした。
33	-からの,-からは,-こと,-たもの,-ている,-との,-など,-に対して	これに対して、民間の金融機関からは、金融サービスの拡充は本来の郵便貯金業務の枠を超えたものであること、ドイツテレコムからの赤字補てんは、民間との公正な競争を阻害していることなどが批判された。
34	-える,-かもしれない,-だっ,-ている,-でき,-までの,-ものの	研究に携わった山下孝之教授は「これまでのがん治療は細胞そのものの増殖を抑えるものだったが、悪性化を抑える新しい治療もできるかもしれない」と話している。
35	-に対して,-ほか	ドルは主要通貨に対して弱含み、3年3カ月ぶりの高値水準で推移したほか、英ポンドが4月ぶり、豪ドルが2月ぶりの高値をつけた。
36	-での	映像はHDリマスターでの収録となる。
37	-から,-との,-なり	6月19日に保釈金を支払い釈放、7月15日からイングランド艦隊の義勇兵となり、8月1日にノルウェーのベルゲン港でオランダ共和国との交戦を経験した。
38	-かな	手首・足に釘で貫かれた明らかな痕がある。
39	-下さい	まずは下記をご覧下さい。
41	-から,-ており,-という,-には,-によると,-ほど	今月22日には、今回の現場からわずか260メートルほどの事務所から出火しており、警察によると、放火の可能性があるという。
42	-ている,-ながら,-に対し	球界の話題を独占している次代のエースに対し、ダルビッシュは自身のルーキー時代を振り返りながら苦笑交じりに比較した。
44	-である,-には	元ダイエーの藤本博史らと並び、プロ野球選手には珍しい柔道の有段者である。
45	-ては	ごく少数の女性歌手もいるが、たいては男性が歌う。
47	-れる	アジアが注目される中、日本の株価騰落率はマイナス3%。
48	-うと,-である,-ので	なお、「NTTコム」というと、別会社の「NTTコミュニケーションズ」を指すので、注意が必要である。
49	-でき,-では,-ない,-には,-もの	種類も多数追加され、中には魔力を高めるものや、他の種族では扱えない攻撃ができるものが存在する。
50	-である	Siriの主要な技術領域は、会話型インターフェース、人的文脈認識、そしてサービスの代理実行である。
51	-そう,-てい,-よう	こういう理屈で一時は“お城”を建設しようともしていたそうですが,結局,それは頓挫。
52	-だけでなく,-という	正面の扉だけでなく、四方の扉を開放し公開したのは今回が初めてだという。
55	-では	3年ではウィンターカップにも出場。
56	-から,-からは,-では,-られ	この功績や武勇からスペインでは英雄扱いされ、王家からはガンディア公爵の地位を与えられた。
57	-から,-など,-について,-に関する,-られ	リスナーから寄せられたヒット曲に関する疑問について、歌手・作詞家・作曲家などから証言を集めて紹介。
